key,label,n_pockets,n_strain,strain_mean,strain_median,strain_q25,strain_q75,n_clashes,clashes_mean,clashes_median,clashes_q25,clashes_q75,clashes_mean_ci95_low,clashes_mean_ci95_high
reference,Reference ligand,79,79,68.49939237250754,34.278535497398444,10.699662948057828,72.18106488973079,79,6.7974683544303796,5.0,3.0,8.5,5.556645569620254,8.126582278481013
vanilla_sig0.9,Vanilla σ=0.9,79,7855,225800686.6718106,62.19454227762722,22.695641516786047,197.91625751736717,7888,5.225152129817444,4.0,2.0,7.0,4.726578445094571,5.777945807645229
holo_ed_fusion_sig0.9_best,Holo ED fusion σ=0.9 (best),79,7826,4242103251.0417237,81.92143842212397,30.92873244238492,280.94379223042864,7873,6.439476692493332,5.0,3.0,9.0,5.7802873977067755,7.183458824407221
