key,label,n_pockets,n_strain,strain_mean,strain_median,strain_q25,strain_q75,n_clashes,clashes_mean,clashes_median,clashes_q25,clashes_q75,clashes_mean_ci95_low,clashes_mean_ci95_high
reference,Reference ligand,92,92,64.55516898089164,34.57178614653627,12.567657968083546,73.00920511033762,92,6.967391304347826,5.0,3.0,9.25,5.858695652173913,8.173913043478262
targetdiff,TargetDiff,92,8384,39957380.64613962,382.5425052264919,126.1443249593531,1423.3746197018258,8446,10.765924698081932,8.0,4.0,14.0,9.478284707125937,12.193159683009206
vanilla_sig0.9,VoxBind σ=0.9 (vanilla),92,9151,194164697.00823,63.58225444725555,23.248211638254645,215.40754965058596,9188,5.407596865476709,4.0,2.0,7.0,4.90944389050135,5.949262304006968
