tag,seed,subset,best_val_spearman,pearson,spearman,rmse,mae,n
smoke40m,0,val,0.3645,0.3577854037284851,0.36446287164332114,5.280839920043945,4.8816237449646,552
smoke40m,0,full,0.3645,0.37139952182769775,0.3668071694663605,4.912527561187744,4.49465274810791,1341
smoke40m,0,cl1,0.3645,0.37139952182769775,0.3668071694663605,4.912527561187744,4.49465274810791,1341
