tag,seed,subset,best_val_spearman,pearson,spearman,rmse,mae,n
full_valspearman,0,full,0.536,0.46451064944267273,0.4310625756459003,1.7460289001464844,1.4129951000213623,1433
full_valspearman,0,cl1,0.536,0.4606746733188629,0.42454729698997434,1.7435404062271118,1.4134713411331177,1341
full_valspearman,1,full,0.4955,0.4486389756202698,0.42135847547006355,1.6831811666488647,1.3658206462860107,1433
full_valspearman,1,cl1,0.4955,0.4467720687389374,0.4157660702011594,1.6722967624664307,1.3600932359695435,1341
full_valspearman,2,full,0.4899,0.44499439001083374,0.42368286571584834,1.6654070615768433,1.344786524772644,1433
full_valspearman,2,cl1,0.4899,0.43804049491882324,0.41566492384749226,1.6605167388916016,1.3425899744033813,1341
